"CLIENT_ID","IS_INTERESTED_INVESTMENT","IS_INTERESTED_BUILD_CREDIT","IS_INTERESTED_INCREASE_INCOME","IS_INTERESTED_PAY_OFF_DEBT","IS_INTERESTED_MANAGE_SPENDING","IS_INTERESTED_GROW_SAVINGS"
142,false,false,false,false,false,false
143,false,false,false,false,false,false
144,false,false,false,false,false,false
145,false,false,false,false,false,false
146,true,false,false,false,false,false
147,false,false,false,false,false,false
148,false,false,false,false,false,false
149,false,false,false,false,false,false
150,false,false,false,false,false,false
151,false,false,false,false,false,false
152,false,false,false,false,false,false
153,false,false,false,false,false,false
154,false,false,false,false,false,false
155,false,true,false,false,false,false
156,false,false,false,false,false,false
157,false,false,false,false,false,false
158,false,false,false,false,false,false
159,false,false,false,false,false,false
160,false,false,false,false,false,false
161,false,false,false,false,false,false
162,false,false,false,false,false,false
163,false,false,false,false,false,false
164,false,false,false,false,false,false
165,false,false,false,false,false,false
166,false,false,false,false,false,false
167,false,false,false,false,false,false
168,false,false,false,false,false,false
169,false,false,false,false,false,false
170,false,false,false,false,false,false
171,false,false,false,false,false,false
172,false,false,false,false,false,false
173,false,false,true,false,false,false
174,false,false,false,false,false,true
175,false,false,false,false,false,false
176,false,false,false,false,false,false
177,false,false,false,false,false,false
178,true,false,false,false,false,false
179,false,false,true,false,true,true
180,false,false,false,false,false,false
181,false,false,false,false,false,false
182,false,false,false,false,false,false
183,false,false,false,false,false,false
184,false,false,false,false,false,false
185,false,false,false,false,false,false
186,false,false,false,false,false,false
187,false,false,false,false,false,false
188,false,false,false,false,false,false
189,false,false,false,false,false,false
190,true,false,false,true,false,false
191,false,false,false,false,false,false
192,false,false,false,false,false,false
193,false,false,false,false,false,false
194,false,false,false,false,false,false
195,false,false,false,false,false,false
196,false,false,true,false,false,false
197,true,false,false,true,false,false
198,false,false,false,false,false,false
199,false,false,false,false,false,false
200,false,false,false,false,false,false
201,false,false,false,false,false,false
202,false,false,false,false,false,false
203,false,false,false,true,false,false
204,false,false,false,false,false,false
205,false,false,true,false,true,false
206,false,false,false,false,false,false
207,false,false,false,false,false,false
208,false,false,false,false,false,false
209,false,false,false,false,false,false
210,false,false,false,false,false,false
211,false,false,false,false,false,false
212,false,false,false,false,false,false
213,true,false,false,true,false,false
214,false,false,false,false,false,false
215,true,false,false,false,false,false
216,false,false,false,false,false,false
217,false,false,false,true,false,false
218,false,false,false,false,false,false
219,false,false,false,false,false,false
220,false,false,false,false,false,false
221,false,false,false,false,false,false
222,false,false,false,false,false,false
223,false,false,false,false,false,false
224,true,false,false,true,false,true
225,false,false,false,false,false,false
226,false,false,true,false,false,false
227,false,false,false,false,false,false
228,false,false,false,false,false,false
229,false,false,false,false,true,false
230,false,false,false,false,false,false
231,false,false,false,false,false,false
232,false,false,false,false,false,false
233,false,false,false,false,false,false
234,true,false,false,false,true,false
235,false,false,true,false,true,false
236,true,false,false,true,true,true
237,false,false,false,false,false,false
238,false,false,false,false,false,false
239,false,false,false,false,false,false
240,false,false,false,false,false,false
241,false,false,true,false,false,false
242,false,false,false,false,false,false
243,false,false,false,false,false,false
244,false,false,false,false,false,false
245,false,false,false,false,false,false
246,false,false,false,false,false,false
247,false,false,false,false,false,false
248,false,false,false,false,false,false
249,false,false,false,false,false,false
250,false,false,false,false,false,false
251,false,false,true,false,false,false
252,false,false,false,false,false,false
253,false,false,false,false,false,false
254,false,false,false,false,false,false
255,false,false,false,false,false,false
256,false,false,false,false,false,false
257,false,false,true,false,true,false
258,false,false,false,false,false,false
259,false,false,false,false,false,false
260,false,false,true,true,false,false
261,false,false,false,false,false,false
262,false,false,false,false,false,false
263,false,false,false,false,false,false
264,false,false,false,false,false,false
265,false,false,false,false,false,false
266,false,false,false,false,false,false
267,false,false,true,true,true,false
268,false,false,false,false,false,false
269,false,false,false,false,false,false
270,true,false,true,true,false,false
271,false,false,false,false,false,false
272,false,false,false,false,false,false
273,false,false,false,false,false,false
274,true,false,false,false,false,false
275,false,false,true,true,true,true
276,false,false,false,false,false,false
277,false,false,false,false,false,false
278,false,false,false,false,false,false
279,false,false,true,false,false,false
280,false,false,false,false,false,false
281,false,false,false,false,false,false
282,false,false,false,false,false,false
283,false,false,false,false,false,false
284,false,false,false,false,false,false
285,false,false,false,false,false,false
286,false,false,false,false,false,false
287,false,false,false,false,false,false
288,false,false,false,false,false,false
289,false,false,false,false,false,false
290,false,false,false,false,false,false
291,true,false,false,true,false,false
292,false,false,false,false,false,false
293,false,false,true,false,false,false
294,false,false,false,false,false,false
295,true,false,false,true,false,false
296,false,false,false,false,false,false
297,false,false,false,false,false,false
298,false,false,false,false,false,false
299,false,false,false,false,false,false
300,false,false,false,false,false,false
301,false,false,false,false,false,false
302,false,false,false,false,false,false
303,false,false,false,false,false,false
304,false,false,true,false,false,false
305,false,false,false,false,false,false
306,false,false,false,false,false,false
307,false,false,false,false,false,false
308,false,false,false,false,false,false
309,false,false,false,false,false,false
310,false,false,true,false,false,true
311,false,false,false,false,false,false
312,false,false,false,false,true,true
313,false,false,false,false,false,false
314,false,false,false,false,false,false
315,false,false,false,false,false,false
316,false,false,false,false,false,false
317,true,false,false,false,false,false
318,false,false,false,false,false,false
319,false,false,false,false,false,false
320,false,false,false,false,false,false
321,false,false,false,false,false,false
322,true,false,false,false,false,false
323,false,false,false,false,false,false
324,false,false,false,false,false,false
325,false,false,false,false,false,false
326,true,false,false,true,false,false
327,false,false,false,false,false,false
328,false,false,false,false,false,false
329,false,false,false,false,false,false
330,false,false,false,false,false,false
331,false,false,false,false,false,false
332,false,false,false,false,false,false
333,false,false,false,false,false,false
334,false,false,false,false,false,false
335,true,false,false,true,false,false
336,false,false,false,false,false,false
337,false,false,false,false,false,false
338,false,false,false,false,false,false
339,false,false,false,false,false,false
340,false,false,false,false,false,false
341,false,false,false,false,false,false
342,false,false,false,false,false,false
343,false,true,false,false,false,false
344,false,false,false,false,false,false
345,false,false,false,false,false,false
346,true,false,false,false,false,false
347,false,false,false,false,false,false
348,false,false,false,false,false,false
349,false,false,false,false,false,false
350,false,false,false,false,false,false
351,true,false,false,false,false,false
352,false,false,false,false,false,false
353,false,false,false,false,false,false
354,false,false,false,false,false,false
355,false,false,false,false,false,false
356,false,false,false,false,true,false
357,false,false,false,false,false,false
358,false,false,false,false,false,false
359,true,false,false,false,false,false
360,false,false,false,false,false,false
361,false,false,false,false,false,false
362,false,false,false,false,false,false
363,false,false,false,false,false,false
364,false,false,false,false,false,false
365,false,false,false,false,false,false
366,false,false,true,false,false,false
367,false,false,false,false,false,false
368,false,false,false,false,false,false
369,false,false,false,false,false,false
370,false,false,false,false,false,false
371,false,false,false,false,false,false
372,false,false,false,false,false,false
373,false,false,false,false,false,false
374,false,false,false,false,false,true
375,false,false,false,false,false,false
376,false,false,false,false,false,false
377,false,false,false,false,false,false
378,false,false,false,false,false,false
379,false,false,false,false,false,false
380,false,false,false,false,false,false
381,false,false,false,false,false,false
382,false,false,false,false,false,false
383,false,false,false,false,false,false
384,false,false,false,false,false,true
385,false,false,false,false,false,false
386,false,false,false,false,false,false
387,false,false,false,false,false,false
388,false,false,false,false,false,false
389,false,false,false,false,false,false
390,false,false,false,false,false,false
391,false,false,false,false,false,false
392,false,false,false,false,false,false
393,false,false,false,false,false,false
394,false,false,false,false,false,false
395,false,true,false,true,false,false
396,false,false,false,false,false,false
397,false,false,false,false,false,false
398,false,false,false,false,false,false
399,false,false,false,false,false,false
400,false,false,false,false,false,false
401,false,false,false,false,false,false
402,false,false,false,false,false,false
403,false,false,false,false,false,false
404,false,false,false,false,false,false
405,false,false,false,false,false,false
406,false,false,false,true,false,false
407,false,false,false,false,false,false
408,false,false,false,false,false,false
409,false,false,false,false,false,false
410,false,false,false,false,false,false
411,false,false,false,true,false,false
412,false,false,false,false,false,false
413,true,false,false,false,false,false
414,false,false,false,false,false,false
415,false,false,false,false,false,false
416,false,false,false,false,false,false
417,false,false,false,false,false,false
418,false,false,false,false,false,false
419,false,false,false,false,false,false
420,false,false,false,false,false,false
421,false,false,false,false,false,false
422,false,false,false,false,false,false
423,false,false,false,false,false,false
424,false,false,false,false,false,false
425,false,false,false,false,false,false
426,false,false,false,false,false,false
427,false,false,false,false,false,false
428,false,false,false,false,false,false
429,false,false,false,false,false,false
430,false,false,false,false,false,false
431,false,false,false,false,false,false
432,false,false,false,false,false,false
433,false,false,false,false,false,false
434,false,false,false,false,false,false
435,false,false,false,false,false,false
436,false,false,false,false,false,false
437,false,false,false,false,false,false
438,false,false,false,false,false,false
439,false,false,false,false,false,false
440,false,false,false,false,false,false
441,false,false,false,false,false,false
442,false,false,false,false,false,false
443,false,false,false,false,false,false
444,false,false,false,false,false,false
445,false,false,false,false,false,false
446,false,false,false,false,false,false
447,false,false,false,false,false,false
448,false,false,false,false,false,false
449,false,false,false,false,false,false
450,false,false,false,false,false,false
451,false,false,false,false,false,false
452,false,false,false,false,false,false
453,false,false,false,false,false,false
454,false,false,false,false,false,false
455,false,false,false,false,false,false
456,false,false,false,false,false,false
457,false,false,false,false,false,false
458,false,false,false,false,false,false
459,false,false,false,false,false,false
460,false,false,false,false,false,false
461,false,false,false,false,false,false
462,false,false,false,false,false,false
463,false,false,false,false,false,false
464,false,false,false,false,false,false
465,false,false,false,false,false,false
466,false,false,false,false,false,false
467,false,false,false,false,false,false
468,false,false,false,false,false,false
469,false,false,false,false,false,false
470,false,false,false,false,false,false
471,false,false,false,false,false,false
472,false,false,false,false,false,false
473,false,false,false,false,false,false
474,false,false,false,false,false,false
475,false,false,false,false,false,false
476,false,false,false,false,false,false
477,false,false,false,false,false,false
478,false,false,false,false,false,false
479,false,false,true,false,false,false
480,false,false,false,false,false,false
481,false,false,false,false,false,false
482,false,false,false,false,false,false
483,false,false,false,false,false,false
484,false,false,false,false,false,false
485,false,false,false,false,false,false
486,true,false,false,false,false,false
487,false,false,false,false,false,false
488,false,false,false,false,false,false
489,false,false,false,false,false,false
490,false,false,false,false,false,false
491,false,false,false,false,false,false
492,false,false,false,false,false,false
493,false,false,false,true,false,false
494,false,false,false,false,false,false
495,false,false,false,false,false,false
496,false,false,false,false,false,false
497,false,false,false,false,false,false
498,false,false,false,false,false,false
499,false,false,false,false,false,false
500,false,false,false,false,true,true
501,false,false,false,false,false,false
502,false,false,false,false,false,false
503,false,false,false,false,false,false
504,false,false,false,false,false,false
505,false,false,false,false,false,false
506,false,false,false,false,false,false
507,false,false,false,false,false,false
508,false,false,false,false,false,false
509,false,false,false,false,false,false
510,false,false,false,false,false,false
511,false,false,false,false,false,false
512,false,false,false,false,false,false
513,false,false,false,false,false,false
514,false,false,false,false,false,false
515,false,false,false,false,false,false
516,false,false,false,false,false,false
517,false,false,false,false,false,false
518,false,false,false,false,false,false
519,false,false,false,false,false,false
520,false,false,false,false,false,false
521,false,false,true,false,false,false
522,false,false,false,false,false,false
523,false,false,false,false,false,false
524,false,false,false,false,false,false
525,false,false,false,false,false,false
526,false,false,false,false,false,false
527,false,false,false,false,false,false
528,false,false,true,false,false,false
529,false,false,false,false,false,false
530,false,false,false,false,false,false
531,false,false,false,false,false,false
532,false,false,false,false,false,false
533,false,false,true,false,false,false
534,false,false,false,false,false,false
535,false,false,false,false,false,false
536,false,false,false,false,false,false
537,false,false,false,false,false,false
538,false,false,false,false,false,false
539,false,true,false,false,false,true
540,false,false,false,false,false,false
541,false,false,false,false,false,false
542,false,false,false,false,false,false
543,false,true,false,true,false,false
544,false,false,false,false,false,false
545,false,false,false,false,false,false
546,true,false,true,false,true,true
547,false,false,true,false,true,true
548,false,false,false,false,false,false
549,false,false,false,false,false,true
550,false,false,false,false,false,false
551,false,false,false,false,false,false
552,false,false,false,false,false,false
553,false,false,false,false,false,false
554,false,false,false,false,false,false
555,false,false,false,false,false,false
556,false,false,false,false,false,false
557,false,false,false,false,false,false
558,false,false,false,false,false,false
559,false,false,false,false,false,false
560,false,false,false,false,false,false
561,false,false,false,false,false,false
562,false,false,false,false,false,false
563,false,false,false,false,false,false
564,false,false,false,false,false,false
565,false,false,false,false,false,false
566,false,false,false,false,false,false
567,false,false,false,false,false,false
568,true,false,false,false,false,true
569,false,false,true,false,false,false
570,false,false,false,false,false,false
571,false,false,false,false,false,false
572,false,false,false,false,false,false
573,false,false,false,false,false,false
574,false,false,false,false,false,false
575,false,false,false,false,false,false
576,false,false,false,false,false,false
577,false,false,true,false,true,false
578,false,false,false,false,false,false
579,false,false,false,false,false,false
580,false,false,false,false,false,false
581,false,false,false,false,false,false
582,false,false,false,false,false,false
583,false,false,false,false,false,false
584,false,false,false,false,false,false
585,false,false,false,false,false,false
586,false,false,false,false,false,false
587,false,false,false,false,false,false
588,false,false,false,false,false,false
589,false,false,false,false,false,false
590,false,false,false,false,false,false
591,false,false,false,false,false,false
592,false,false,false,false,false,false
593,false,false,false,false,false,false
594,false,false,false,false,false,false
595,false,false,false,false,false,false
596,false,false,false,false,false,false
597,false,false,false,false,false,false
598,false,false,false,false,false,false
599,false,false,false,false,false,false
600,false,false,false,false,false,false
601,false,false,false,false,false,false
602,false,false,false,false,false,false
603,false,false,false,false,false,false
604,false,false,false,false,false,false
605,true,false,true,false,false,false
606,false,false,false,false,false,false
607,false,false,false,false,false,false
608,false,false,false,false,false,false
609,false,false,false,false,false,false
610,false,false,false,false,false,false
611,false,false,false,false,false,false
612,false,false,false,false,false,false
613,false,false,false,false,false,false
614,false,false,false,false,false,false
615,false,false,false,false,false,false
616,false,false,true,false,true,false
617,false,false,false,false,false,false
618,false,false,false,false,false,false
619,false,false,false,false,false,false
620,false,false,false,false,false,false
621,false,false,false,false,false,false
622,false,false,false,false,false,false
623,true,true,false,false,false,false
624,false,false,false,false,false,false
625,false,false,false,false,false,false
626,false,false,false,false,false,false
627,false,false,false,false,false,false
628,false,false,false,false,false,false
629,false,false,false,false,false,false
630,false,false,false,false,false,false
631,false,false,false,false,false,false
632,false,false,false,false,false,false
633,false,false,true,false,false,false
634,false,false,false,false,false,false
635,false,false,false,false,false,false
636,false,false,false,false,false,false
637,false,false,false,false,false,false
638,false,false,false,false,false,false
639,false,false,false,false,false,false
640,false,false,false,false,false,false
641,false,false,false,false,false,false
642,false,false,false,false,false,false
643,false,false,false,false,false,false
644,false,false,false,false,false,false
645,false,false,false,false,false,false
646,false,false,false,false,false,true
647,false,false,false,false,true,false
648,false,false,true,false,false,false
649,false,false,false,false,false,false
650,false,false,false,false,false,false
651,false,false,false,false,false,false
652,false,false,true,false,false,false
653,false,false,false,true,false,false
654,false,false,false,false,false,false
655,false,false,false,false,false,false
656,false,false,false,false,false,false
657,false,false,false,false,false,false
658,false,false,false,false,false,false
659,false,false,false,false,false,false
660,false,false,false,false,false,false
661,false,false,false,false,false,false
662,false,false,false,false,false,false
663,false,false,false,false,false,false
664,false,false,true,false,false,false
665,false,false,false,false,false,false
666,false,false,false,false,false,false
667,false,false,false,false,false,false
668,false,false,false,false,false,false
669,false,false,false,false,false,false
670,false,false,false,false,false,false
671,false,false,false,false,false,false
672,false,false,false,false,false,false
673,false,false,false,false,false,false
674,false,false,false,false,false,false
675,false,false,false,false,false,false
676,false,false,false,false,false,false
677,false,false,false,false,false,false
678,false,false,false,false,false,false
679,false,false,false,false,false,false
680,false,false,false,false,false,false
681,true,true,true,true,true,false
682,false,false,true,true,false,true
683,false,false,false,false,false,false
684,false,false,false,false,false,false
685,false,false,false,false,false,false
686,false,false,false,false,false,false
687,false,false,false,false,false,false
688,false,false,false,false,false,false
689,false,false,false,false,false,false
690,false,false,false,false,false,false
691,false,false,false,false,false,false
692,false,false,false,false,false,false
693,false,false,false,false,false,false
694,false,false,false,false,false,false
695,false,false,false,false,false,false
696,false,false,false,false,false,false
697,false,false,false,false,false,false
698,false,false,false,false,false,false
699,false,false,false,false,false,false
700,false,false,true,false,true,false
701,false,false,false,false,false,false
702,false,false,false,false,false,false
703,false,false,false,false,false,false
704,false,false,true,false,true,false
705,false,false,false,false,false,false
706,false,false,false,false,false,false
707,false,false,false,false,false,false
708,false,false,false,false,true,false
709,false,false,false,false,false,false
710,false,false,false,true,false,false
711,false,false,false,false,false,false
712,false,false,false,false,false,false
713,false,false,false,false,false,false
714,false,false,false,false,false,false
715,false,false,false,false,true,false
716,false,false,false,false,false,false
717,false,false,false,false,false,false
718,false,false,false,false,false,false
719,false,false,false,false,false,false
720,false,false,false,false,false,false
721,false,false,false,false,false,false
722,false,false,false,false,false,false
723,false,false,false,false,false,false
724,false,false,false,false,false,false
725,false,false,true,false,false,false
726,false,false,false,false,false,false
727,false,false,false,false,false,false
728,false,false,false,false,false,false
729,false,false,false,false,false,false
730,false,false,false,false,false,false
731,false,false,false,false,false,false
732,false,false,false,false,false,false
733,false,false,true,false,false,true
734,false,false,false,false,false,false
735,false,false,false,false,false,false
736,false,false,false,false,false,false
737,false,false,false,false,false,false
738,false,false,false,false,false,false
739,false,false,false,false,false,false
740,false,false,false,false,false,false
741,false,false,false,false,false,false
742,false,false,false,false,false,false
743,false,false,false,false,true,false
744,false,false,false,false,false,false
745,false,false,false,false,false,false
746,false,false,true,false,false,true
747,false,false,false,false,false,false
748,false,false,false,false,false,false
749,false,false,false,false,false,false
750,false,false,false,false,false,false
751,false,false,false,false,false,false
752,false,false,false,false,false,false
753,false,false,false,false,false,true
754,false,false,true,true,true,false
755,false,false,false,false,false,false
756,false,false,false,false,false,false
757,false,false,false,false,false,false
758,false,false,false,false,false,false
759,false,false,false,false,false,false
760,false,false,false,false,false,false
761,false,false,false,false,false,false
762,false,false,false,false,false,false
763,false,false,true,false,false,false
764,false,true,false,false,false,false
765,true,false,false,false,false,false
766,false,false,false,false,false,false
767,false,false,false,false,false,false
768,false,false,false,false,false,false
769,false,false,false,false,false,false
770,false,false,false,false,false,false
771,false,false,false,false,false,false
772,false,false,false,false,false,false
773,false,false,false,false,false,false
774,false,false,false,false,false,false
775,false,false,false,false,false,false
776,false,false,false,false,false,false
777,false,false,false,false,false,false
778,false,false,false,false,false,false
779,true,false,false,false,false,false
780,false,false,false,false,false,false
781,true,false,false,false,false,false
782,false,false,false,false,false,false
783,false,false,false,false,false,false
784,false,false,false,false,false,false
785,false,false,false,false,false,false
786,true,false,true,false,false,false
787,false,false,false,false,false,false
788,false,false,false,false,false,false
789,false,false,false,false,false,false
790,false,false,false,false,false,false
791,false,false,false,false,false,false
792,false,false,false,false,false,false
793,false,false,false,false,false,false
794,false,false,false,true,false,false
795,false,false,false,false,false,false
796,false,false,false,false,false,false
797,false,false,false,false,false,false
798,false,false,true,false,false,false
799,false,false,false,false,false,false
800,false,false,false,false,false,false
801,false,false,false,false,false,false
802,false,false,false,false,false,false
803,false,false,false,false,false,false
804,false,false,false,false,false,false
805,false,false,false,false,false,false
806,false,false,false,false,false,false
807,false,false,false,false,false,false
808,false,false,false,false,false,false
809,true,false,false,false,false,true
810,false,false,true,false,false,false
811,false,false,false,true,false,false
812,false,false,false,false,false,false
813,false,false,false,false,false,false
814,false,false,false,false,false,false
815,false,false,false,false,false,false
816,false,false,false,false,false,false
817,false,false,false,false,false,false
818,false,false,false,false,false,false
819,false,false,false,true,false,false
820,false,false,false,false,false,false
821,false,false,false,false,false,false
822,false,false,false,false,false,false
823,false,false,true,false,false,false
824,false,false,false,false,false,false
825,false,false,false,false,false,false
826,false,false,false,false,false,false
827,false,false,false,false,false,false
828,false,false,false,false,false,false
829,false,false,false,false,false,false
830,false,false,false,false,false,false
831,false,false,true,false,true,false
832,false,false,false,false,false,false
833,false,false,false,false,false,false
834,false,false,false,false,false,false
835,false,false,false,false,false,false
836,true,false,true,false,false,true
837,false,false,false,false,false,false
838,true,false,false,false,false,false
839,false,false,false,false,false,false
840,false,false,false,false,false,false
841,false,false,false,false,false,false
842,false,false,true,true,false,false
843,false,false,false,false,false,false
844,false,false,false,false,false,false
845,false,false,false,false,false,false
846,false,false,false,false,false,false
847,false,false,false,false,false,false
848,false,false,true,false,false,true
849,false,false,false,false,false,false
850,false,false,false,false,false,false
851,false,false,false,false,false,false
852,false,false,false,false,false,false
853,false,false,false,false,false,false
854,true,false,false,false,false,false
855,false,false,false,false,false,false
856,false,false,false,false,false,false
857,false,false,false,false,false,false
858,false,false,false,false,false,false
859,false,false,true,false,false,false
860,false,false,false,false,false,false
861,false,false,false,false,false,false
862,false,false,false,false,false,false
863,false,false,false,false,false,false
864,false,false,false,false,false,false
865,false,false,false,false,false,false
866,false,false,false,false,false,false
867,false,false,false,false,false,false
868,false,false,false,false,false,false
869,false,false,false,false,false,false
870,false,false,false,false,false,false
871,false,false,false,false,false,false
872,true,false,false,false,false,true
873,false,false,false,false,false,false
874,false,false,false,false,false,false
875,false,false,false,false,false,false
876,false,false,true,false,true,false
877,false,false,false,false,false,false
878,false,false,false,false,false,false
879,false,false,true,false,false,false
880,false,false,false,false,false,false
881,false,false,true,false,false,true
882,false,false,false,false,false,false
883,false,false,false,false,false,false
884,false,false,false,false,false,false
885,false,false,false,false,false,false
886,false,false,false,false,false,false
887,false,false,true,false,false,true
888,false,false,true,false,false,true
889,false,false,false,false,false,false
890,false,false,true,false,false,false
891,false,false,false,false,false,false
892,false,false,false,false,false,false
893,false,false,true,false,false,false
894,false,false,false,false,false,false
895,false,false,false,false,false,false
896,false,false,false,false,false,false
897,false,false,false,false,false,false
898,false,false,false,false,false,false
899,false,false,false,false,false,false
900,false,false,false,false,false,false
901,false,false,true,false,false,false
902,false,false,true,false,true,false
903,false,false,false,false,false,false
904,false,true,false,false,false,false
905,false,false,false,false,false,false
906,false,false,true,false,false,true
907,false,false,false,false,false,false
908,false,false,false,false,false,false
909,false,false,false,false,false,false
910,false,false,false,false,false,false
911,false,false,false,false,false,false
912,false,false,false,false,false,false
913,false,false,false,false,false,false
914,false,false,false,false,false,false
915,false,false,false,false,false,false
916,false,false,false,false,false,false
917,false,false,false,false,false,false
918,false,false,false,false,false,false
919,false,false,true,false,true,true
920,false,false,false,false,false,false
921,false,false,false,false,false,false
922,false,false,true,false,false,false
923,false,false,false,false,false,false
924,false,false,false,false,false,false
925,false,false,false,false,false,false
926,false,false,true,false,true,false
927,false,false,false,false,false,false
928,false,false,false,false,false,false
929,false,false,false,false,false,false
930,false,false,false,false,false,false
931,false,false,false,false,false,false
932,false,false,false,false,false,false
933,false,false,false,false,false,false
934,false,false,false,false,false,false
935,false,false,false,false,false,false
936,false,false,false,false,false,false
937,false,false,true,false,false,false
938,false,false,true,false,true,false
939,false,false,false,false,false,false
940,false,false,false,false,false,false
941,false,false,false,false,false,false
942,false,false,false,false,false,false
943,false,false,false,false,false,false
944,false,false,false,false,false,false
945,false,false,false,false,false,false
946,false,false,false,false,false,false
947,false,false,false,false,false,false
948,false,false,false,false,false,false
949,false,false,false,false,false,false
950,false,false,true,false,false,false
951,false,false,false,false,false,false
952,false,false,false,false,false,false
953,false,false,false,false,false,false
954,false,false,true,false,true,false
955,false,false,true,false,true,true
956,false,false,false,false,false,false
957,false,false,true,true,false,true
958,false,false,false,false,false,false
959,false,false,true,false,true,true
960,false,false,false,false,false,true
961,false,false,false,false,false,false
962,false,true,true,false,false,false
963,false,false,true,false,false,false
964,false,false,false,false,false,false
965,false,false,false,false,false,false
966,false,false,false,false,false,false
967,false,false,false,false,false,false
968,false,false,false,false,false,false
969,false,false,false,false,false,false
970,false,false,false,false,true,true
971,false,false,false,false,false,false
972,false,true,false,false,false,false
973,false,false,false,false,false,false
974,false,false,false,false,false,false
975,true,false,false,false,false,false
976,false,false,false,false,false,false
977,false,false,false,false,false,false
978,false,false,false,false,false,false
979,false,false,false,false,false,false
980,false,false,false,false,false,false
